name,neighborhood,artist,address,created_date,thumbnail_url,medium_url,full_url,latitude,longitude
words of encouragement,Davis Square,"","40 Holland St, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/photo 3-4.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/photo 3-4.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/photo 3-4.JPG,42.397561,-71.1235137
Popcorn switchbox,Davis Square,"","37 Davis square, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/switchbox popcorn davis sq2.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/switchbox popcorn davis sq2.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/switchbox popcorn davis sq2.jpg,42.3969466,-71.12230009999999
spool switchbox,Davis Square,"","345 Highland Ave, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/lightbox highland ave spool2.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/lightbox highland ave spool2.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/lightbox highland ave spool2.jpg,42.39421,-71.11651499999999
detainee switchbox,Davis Square,"","215 Elm St, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/photo 1_1.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/photo 1_1.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/photo 1_1.JPG,42.3942302,-71.12110679999999
Cityscape switchbox,Davis Square,"","381 Smmer St, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0694.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0694.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0694.jpg,42.394445,-71.120801
Davis with a D,Davis Square,Sam Gilliam,"55 Davis square, somerville, MA , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0981.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0981.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0981.jpg,42.39675829999999,-71.1228104
Seven Hills Sculptures,Davis Square,Clifford Selbert,"57 davis Square, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/photo 3-1_0.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/photo 3-1_0.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/photo 3-1_0.JPG,42.3965787,-71.12247839999999
Seven Hills Park Statues,Davis Square,James Tyler,"57 Davis Square, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/SevenHillsPark.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/SevenHillsPark.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/SevenHillsPark.jpg,42.3965787,-71.12247839999999
Sunset Dancers,Davis Square,"","19 Winter St, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0984.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0984.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0984.jpg,42.3975046,-71.1227578
Philosophical traffic box,Davis Square,J.T.,"40 College Ave, Somerville, MA","Thu, 2004-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/west branch library _0.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/west branch library _0.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/west branch library _0.JPG,42.39812879999999,-71.1217411
Wallpaper Patterns,Davis Square,Grace Durnford,"114 Holland St , Somerville, MA","Sat, 2012-09-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/gracedurnford9_12.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/gracedurnford9_12.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/gracedurnford9_12.jpg,42.3994745,-71.12494439999999
Miracle 5 Artist Collaborative,Davis Square,Raul Gonazelz,"378 Highland Ave , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/raulsmall.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/raulsmall.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/raulsmall.jpg,42.3950423,-71.1191473
Percussion sculpture,Davis Square,Lon Pelton,"49 Irving Street , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/100_5656.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/100_5656.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/100_5656.JPG,42.3998524,-71.1225366
painted tiles,Davis Square,Jack Gregory and Powderhouse Community school students,"55 Davis square, somerville, MA , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/davis T tiles 1.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/davis T tiles 1.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/davis T tiles 1.jpg,42.39675829999999,-71.1228104
Spring mural,Davis Square,Turley,"40 College Ave, Somerville, MA","Wed, 1975-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0704.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0704.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0704.jpg,42.39812879999999,-71.1217411
Summer mural,Davis Square,Turley,"40 College Ave, Somerville, MA","Wed, 1975-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0703.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0703.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0703.jpg,42.39812879999999,-71.1217411
Fall mural,Davis Square,Turley,"40 College Ave, Somerville, MA","Wed, 1975-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0700.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0700.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0700.jpg,42.39812879999999,-71.1217411
winter mural,Davis Square,Turley,"40 College Ave, Somerville, MA","Wed, 1975-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0699.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0699.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0699.jpg,42.39812879999999,-71.1217411
WPA wood carving,Davis Square,"wood carving project, WPA","40 College Ave, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0697.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0697.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0697.jpg,42.39812879999999,-71.1217411
dog mural,Davis Square,"","55 Chester St, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0637.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0637.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0637.jpg,42.3950846,-71.1223205
dog switchbox,Davis Square,Sydney Phillips Hardin,"55 Chester St, Somerville, MA","Sat, 2010-05-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0636.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0636.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0636.jpg,42.3950846,-71.1223205
Cattail Stained Glass,Davis Square,"","14 Irving St, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/cattails 14 irving st.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/cattails 14 irving st.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/cattails 14 irving st.jpg,42.3990613,-71.123914
Sidewalk Dedication,Davis Square,Jack & Pete,"70 Irving St , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_5786.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_5786.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_5786.jpg,42.4005815,-71.1222813
Couple,Davis Square,James Tyler,"4 college ave, somerville, ma , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0376.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0376.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0376.jpg,42.3967465,-71.1221806
Light up lizard,Davis Square,"","75 Lexington Avenue, Somerville","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0367.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0367.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0367.jpg,42.394664,-71.1147189
Lexington Park mural,Davis Square,Community members and Tova Speter,"64 Lexington Ave, Somerville, MA","Mon, 2007-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0366.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0366.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0366.jpg,42.3943422,-71.1142768
Circle of Friends,Davis Square,"","95 Winslow Ave, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0359.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0359.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0359.jpg,42.3959841,-71.11810779999999
monster news box,Davis Square,Artisans Asylum,"Highland Ave at Main St, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0355.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0355.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0355.jpg,42.3968319,-71.09926779999999
Peacock Stained Glass,Davis Square,Emily Bhargava,"63 Irving St, Somerville","Sat, 2010-05-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/Bhargava03.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/Bhargava03.jpg,http://www.somervilleartscouncil.org/sacfiles/Bhargava03.jpg,42.4001887,-71.1222099
Lizzy the Lizard,Davis Square,Emily Bhargava,"63 Irving St, Somerville","Tue, 2012-05-15",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/Bhargava01.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/Bhargava01.JPG,http://www.somervilleartscouncil.org/sacfiles/Bhargava01.JPG,42.4001887,-71.1222099
Runner switchbox,Winter Hill,"","365 Medford St, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/switchbox runner medford st_0.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/switchbox runner medford st_0.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/switchbox runner medford st_0.JPG,42.3891601,-71.0971418
Girl Scout Switchbox,Winter Hill,Patriot Trail Grl Scouts Troupe 1323,"94 Highland Ave, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0477.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0477.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0477.jpg,42.386621,-71.09872
George Dilboy Monument,Winter Hill,"Grenier Studio, founder","81 Highland Ave, Somerville, MA","Wed, 1930-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/dilbay memoryal hall 2.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/dilbay memoryal hall 2.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/dilbay memoryal hall 2.jpg,42.3865509,-71.0978713
Book Marching Band,Winter Hill,Jef Czekaj,"79 highland ave. , Somerville, MA","Thu, 2011-12-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/czekajfrontlarge_0.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/czekajfrontlarge_0.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/czekajfrontlarge_0.jpg,42.3857839,-71.09436099999999
Doorways,Winter Hill,Deborah Newey,"152 Highland Ave. , Somerville, MA","Sun, 2006-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/deborahnewey.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/deborahnewey.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/deborahnewey.jpg,42.38838639999999,-71.1033666
Walnut/Pearl Switchbox,Winter Hill,Ron Brunelle,"211 Pearl St. , Somerville, MA","Sun, 2013-09-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/brunelle2small.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/brunelle2small.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/brunelle2small.jpg,42.3874343,-71.09296429999999
Childrens Room mural,Winter Hill,Mary Webster,"79 Highland Ave, Somerville, MA","Wed, 1992-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/library childrens room.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/library childrens room.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/library childrens room.jpg,42.3857839,-71.09436099999999
The Street,Winter Hill,David Campbell,"93 Highland Ave, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/water colour city hall.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/water colour city hall.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/water colour city hall.jpg,42.386813,-71.0986037
Lighthouse Mural,Winter Hill,Jacqueline Penney,"93 Highland Ave, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/lighthouse mural city hall.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/lighthouse mural city hall.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/lighthouse mural city hall.JPG,42.386813,-71.0986037
"Somerville: Little City, Big Dreams",Winter Hill,Linda Sacenti,"93 Highland Ave, Somerville, MA","Sat, 2000-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/somerville painting city hall.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/somerville painting city hall.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/somerville painting city hall.JPG,42.386813,-71.0986037
E Pluribus Unum,Winter Hill,Ellen Rounseville,"93 Highlnd Ave, Somerville, MA","Tue, 1991-02-12",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/city hall workers.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/city hall workers.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/city hall workers.jpg,42.386813,-71.0986037
Vernon St studios murals,Winter Hill,"various, organized by Tova Speter","6 Vernon Street, Somerville, MA","Sat, 2012-09-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/vernon st_0.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/vernon st_0.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/vernon st_0.JPG,42.391216,-71.1017694
Former mayors' portraits,Winter Hill,Susan Murie/ Errico Studios,"93 Highland Ave, Somerville, MA","Thu, 1991-10-10",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/former mayors city hall.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/former mayors city hall.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/former mayors city hall.jpg,42.386813,-71.0986037
Carved Wooden Panel at Central Library,Winter Hill,"Somerville Wood Carving Project, Works Progress Administration","79 Highland Avenue                  
             corner of Highland and Walnut , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/1.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/1.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/1.JPG,42.3875968,-71.0994968
garden sculptures,Winter Hill,"","135 Highland Ave, Somerville","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/photo 1-1_0.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/photo 1-1_0.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/photo 1-1_0.JPG,42.388049,-71.101573
Cow Skulls on the Central Library,Winter Hill,"","79 Highland Avenue , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/cow_skull.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/cow_skull.jpg,http://www.somervilleartscouncil.org/sacfiles/cow_skull.jpg,42.3857839,-71.09436099999999
Reproduction of Parthenon Frieze at Central Library,Winter Hill,"","79 Highland Avenue , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/frieze.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/frieze.JPG,http://www.somervilleartscouncil.org/sacfiles/frieze.JPG,42.3857839,-71.09436099999999
Statue of Greek Boxer at Central Library,Winter Hill,Antonio Canova,"79 Highland Avenue , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/ClarDam.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/ClarDam.JPG,http://www.somervilleartscouncil.org/sacfiles/ClarDam.JPG,42.3857839,-71.09436099999999
Memorial statue,Winter Hill,"Porter, Raymond Averill, 1883-1949, sculptor. T. F. McGann & Sons Company, founder.","79 Highland Ave, Somerville, MA","Tue, 1929-12-31",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/photo 3.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/photo 3.JPG,http://www.somervilleartscouncil.org/sacfiles/photo 3.JPG,42.3857839,-71.09436099999999
ESCS Nos Ayuda a Crecer,East Somerville,"","8 Bonair St, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_1511.jpeg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_1511.jpeg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_1511.jpeg,42.3876939,-71.08741859999999
Colorful Door,East Somerville,"","8 Cross St East , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_6169.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_6169.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_6169.jpg,42.3890776,-71.0857233
hand switchbox,East Somerville,"","343 Broadway, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/photo 2_4.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/photo 2_4.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/photo 2_4.JPG,42.3932569,-71.0944293
Library Animal Mural,East Somerville,"","115 Broadway St. , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/photo 1_0.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/photo 1_0.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/photo 1_0.JPG,42.3876689,-71.0833249
Home Interior,East Somerville,Elisa Hamilton,"125 Broadway , Somerville, MA","Thu, 2009-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/eliashamiltonsmall.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/eliashamiltonsmall.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/eliashamiltonsmall.jpg,42.3880913,-71.08400019999999
Octopus,East Somerville,Lisa Graf,"81 Broadway, Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/IMG_0432.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/IMG_0432.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/IMG_0432.jpg,42.3873021,-71.0820241
Underwater Mural,Inner Belt,"","59 Washington St Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/photo 1_3.JPG,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/photo 1_3.JPG,http://www.somervilleartscouncil.org/sacfiles/publicart/photo 1_3.JPG,42.3819053,-71.0832269
Loyalty,Inner Belt,Pauline Lim,"32 Cobble Hill Rd , Somerville, MA","",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/Loyalty72.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/Loyalty72.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/Loyalty72.jpg,42.3794723,-71.0836477
Civil War Memorial,Magoun Square,"Lukeman, Augustus, 1871-1935, sculptor. Howe, George B., architect. Gorham Manufacturing Company, founder. Austin Ford and Son, contractor.","93 Highland Ave, Somerville, MA                  
             west of Library","Wed, 1908-01-01",http://www.somervilleartscouncil.org/sacfiles/imagecache/public_art_view/publicart/statue land and sea.jpg,http://www.somervilleartscouncil.org/sacfiles/imagecache/porchfest_photo/publicart/statue land and sea.jpg,http://www.somervilleartscouncil.org/sacfiles/publicart/statue land and sea.jpg,42.386813,-71.098604
